Range,Temp,Humid,Hight,HA_Start,HA_End,VA_Start,VA_End
10006,-43.0,,9494,2,29,11,60
10169,-44.4,,9642,1,74,11,59
10282,-45.8,,9799,1,64,11,72
10484,-46.8,,9960,1,4,11,65
10616,-48.2,,10110,0,92,11,72
10768,-49.3,,10255,0,58,11,72
10943,-50.5,,10395,59,91,11,66
11088,-51.6,,10538,59,86,11,67
11255,-53.2,,10679,59,35,11,63
11425,-54.2,,10812,59,9,11,57
11586,-54.5,,10943,59,0,11,52
11738,-55.7,,11072,58,93,11,50
11891,-56.7,,11202,58,86,11,47
12051,-57.6,,11338,58,79,11,44
12216,-58.3,,11478,58,72,11,41
12386,-58.7,,11623,58,64,11,38
12561,-58.6,,11772,58,57,11,35
12743,-58.0,,11926,58,50,11,32
12953,-56.7,,12079,58,35,11,24
13044,-56.6,,12218,58,88,11,35
13325,-57.5,,12378,58,57,11,16
13467,-56.1,,12511,58,63,11,16
13608,-55.9,,12638,58,71,11,16
13782,-53.7,,12797,58,81,11,16
13968,-53.2,,12950,59,23,11,13
14140,-53.2,,13102,59,37,11,12
14132,-53.1,,13292,59,36,11,47
14587,-52.7,,13461,0,10,11,3
14711,-53.2,,13603,0,30,11,8
14659,-53.8,,13796,59,58,11,49
15089,-53.8,,13966,0,40,11,10
15317,-53.2,,14121,0,55,11,2
15552,-53.3,,14293,0,74,10,95
15750,-53.9,,14462,0,82,10,94
15973,-54.0,,14649,1,5,10,91
16174,-53.9,,14806,1,26,10,88
16375,-53.4,,14988,1,42,10,88
16623,-53.3,,15161,1,67,10,81
16910,-54.0,,15349,1,86,10,71
17127,-54.3,,15538,2,15,10,70
17362,-56.0,,15710,2,29,10,65
17582,-57.2,,15866,2,44,10,60
17785,-57.6,,16006,2,58,10,55
17976,-56.4,,16133,2,72,10,50
18148,-56.9,,16256,2,92,10,47
18369,-56.8,,16450,2,98,10,46
18636,-56.6,,16703,2,97,10,48
18849,-56.9,,16943,3,4,10,54
19000,-56.7,,17113,3,4,10,58
19197,-56.2,,17310,3,0,10,60
19443,-57.0,,17515,2,96,10,58
19701,-57.7,,17720,2,96,10,55
19937,-57.7,,17931,2,96,10,55
20166,-57.6,,18128,2,96,10,54
20367,-57.5,,18324,2,95,10,56
20555,-57.5,,18514,2,93,10,58
20725,-57.7,,18710,2,88,10,63
20938,-57.3,,18907,2,77,10,63
21150,-56.4,,19108,2,77,10,64
21312,-56.1,,19308,2,75,10,70
21511,-56.4,,19511,2,61,10,72
21711,-56.1,,19699,2,55,10,73
21888,-55.5,,19903,2,34,10,78
22040,-54.2,,20105,2,27,10,84
22218,-54.0,,20309,2,20,10,89
22437,-54.3,,20510,2,8,10,89
22675,-54.7,,20715,1,95,10,88
22851,-55.0,,20914,1,89,10,92
63,26.3,41.0,166,1,89,8,61
121,24.3,43.0,217,2,94,9,34
180,22.8,44.0,267,2,57,9,52
246,21.5,45.0,318,2,38,9,15
339,20.2,46.0,368,0,2,8,0
480,19.0,47.0,472,59,54,7,99
702,17.7,48.0,640,59,40,8,4
766,16.4,49.0,700,59,15,8,28
880,15.3,50.0,801,59,24,8,52
1052,13.9,51.0,940,59,13,8,59
1244,12.7,53.0,1084,59,18,8,52
1400,11.3,54.0,1206,59,56,8,53
1606,9.9,57.0,1357,0,3,8,43
1776,8.5,59.0,1476,0,2,8,33
1870,7.6,59.0,1585,59,93,8,63
2053,6.2,60.0,1720,59,84,8,56
2201,5.0,62.0,1852,0,33,8,68
2343,3.8,62.0,1973,1,30,8,74
2536,2.6,63.0,2084,2,46,8,48
2756,1.9,60.0,2217,3,10,8,28
2934,0.6,59.0,2337,4,13,8,20
3256,-0.2,57.0,2521,4,39,7,94
3559,-1.5,57.0,2657,5,23,7,59
3888,-2.4,57.0,2780,5,66,7,21
4124,-3.7,53.0,2878,5,56,7,1
4412,-5.1,52.0,2993,5,57,6,78
4709,-4.5,44.0,3108,5,77,6,58
4946,-5.5,40.0,3224,6,9,6,49
5115,-6.4,38.0,3341,6,34,6,51
5333,-7.5,35.0,3461,6,40,6,47
5500,-8.4,38.0,3579,6,39,6,50
5656,-9.2,37.0,3708,6,39,6,57
5852,-10.2,36.0,3825,6,44,6,55
5979,-11.0,36.0,3950,6,25,6,65
6225,-11.9,34.0,4067,5,88,6,57
6432,-13.2,32.0,4181,5,71,6,53
6565,-14.5,31.0,4298,5,39,6,59
6713,-15.7,30.0,4416,5,20,6,64
6776,-17.1,30.0,4540,4,80,6,79
6958,-18.3,30.0,4661,4,75,6,80
7082,-19.5,30.0,4784,4,54,6,87
7224,-20.3,30.0,4907,4,11,6,92
7383,-21.2,30.0,5029,4,1,6,95
7586,-22.4,30.0,5144,3,93,6,92
7793,-23.5,31.0,5254,3,99,6,87
7895,-24.5,31.0,5366,3,71,6,95
8058,-25.6,32.0,5478,3,54,6,95
8128,-26.7,32.0,5595,3,48,7,6
8215,-28.3,32.0,5717,3,41,7,16
8385,-29.6,32.0,5837,3,34,7,17
8552,-30.7,32.0,5955,3,27,7,18
8717,-31.3,33.0,6072,3,21,7,18
8902,-32.4,33.0,6186,3,8,7,16
9065,-33.4,34.0,6301,3,2,7,17
227,19.9,68.0,282,18,35,5,8
508,18.9,66.0,397,19,80,4,49
785,17.6,67.0,511,20,64,4,35
1076,16.3,68.0,627,20,26,4,22
1393,15.1,70.0,742,19,81,4,7
1789,13.9,70.0,879,20,23,3,91
2145,13.5,69.0,1020,20,73,3,91
2522,12.7,67.0,1163,21,7,3,88
2870,11.6,67.0,1293,21,41,3,85
3259,10.3,69.0,1445,21,67,3,85
3604,9.1,69.0,1575,22,1,3,83
3937,8.0,71.0,1698,22,25,3,81
4383,7.9,71.0,1860,22,40,3,79
4827,7.8,67.0,1981,22,65,3,68
5321,7.9,65.0,2123,22,65,3,59
5813,8.0,63.0,2283,22,65,3,56
6188,8.0,62.0,2444,22,49,3,60
6622,8.4,51.0,2614,22,36,3,61
7032,7.9,39.0,2761,22,23,3,61
7565,6.5,38.0,2949,22,16,3,60
8084,5.8,38.0,3074,22,5,3,51
8562,4.7,38.0,3224,21,90,3,49
9064,3.8,38.0,3392,21,71,3,47
9574,3.2,37.0,3534,21,51,3,43
10057,3.0,34.0,3679,21,34,3,41
10671,3.0,32.0,3822,21,26,3,34
11151,2.0,31.0,3968,21,25,3,32
11726,0.7,31.0,4114,21,25,3,28
12361,0.4,31.0,4258,21,29,3,22
13032,-0.6,33.0,4403,21,29,3,16
13656,-1.8,34.0,4552,21,28,3,12
14264,-3.1,36.0,4704,21,25,3,9
15031,-4.4,37.0,4857,21,22,3,3
15698,-4.5,36.0,5012,21,15,3,0
16456,-5.7,35.0,5164,21,12,2,95
16981,-7.1,35.0,5321,21,5,2,95
17756,-8.1,35.0,5480,21,2,2,90
18377,-9.1,36.0,5644,20,94,2,89
19221,-10.1,36.0,5803,20,83,2,84
19990,-11.2,35.0,5962,20,74,2,80
20808,-12.5,35.0,6120,20,64,2,76
21432,-13.6,35.0,6280,20,59,2,75
22250,-14.8,35.0,6439,20,52,2,72
22864,-16.2,35.0,6600,20,44,2,71
23677,-17.5,35.0,6762,20,38,2,68
24236,-18.9,35.0,6931,20,29,2,69
24818,-20.2,35.0,7107,20,24,2,69
25749,-21.4,35.0,7280,20,19,2,66
26594,-22.5,35.0,7452,20,14,2,63
27617,-24.0,35.0,7619,20,5,2,59
28200,-25.4,35.0,7793,19,97,2,60
28901,-26.6,37.0,7973,19,89,2,60
29790,-27.5,39.0,8150,19,84,2,57
31159,-28.3,41.0,8314,19,73,2,51
32118,-29.1,43.0,8475,19,66,2,48
33135,-30.0,44.0,8633,19,56,2,45
34294,-30.8,44.0,8786,19,48,2,41
34434,-31.7,44.0,8963,19,42,2,45
35459,-32.9,44.0,9143,19,35,2,42
36465,-34.0,44.0,9323,19,31,2,40
38375,-35.1,44.0,9481,19,21,2,32
39292,-36.6,43.0,9641,19,19,2,30
40012,-37.7,43.0,9808,19,13,2,30
40876,-39.1,42.0,9981,19,10,2,29
42591,-40.0,42.0,10136,19,4,2,23
42427,-41.0,,10324,19,0,2,28
43801,-42.0,,10502,18,96,2,25
44492,-43.4,,10689,18,87,2,25
46428,-44.4,,10853,18,80,2,19
47263,-45.5,,11020,18,72,2,19
48375,-46.2,,11182,18,62,2,17
49378,-46.8,,11345,18,52,2,15
51090,-47.7,,11490,18,44,2,11
52752,-48.8,,11615,18,34,2,6
52683,-50.2,,11764,18,23,2,9
54170,-48.8,,11899,18,17,2,6
54671,-46.2,,12044,18,3,2,6
55816,-46.5,,12183,17,90,2,4
56304,-46.6,,12334,17,79,2,5
56587,-46.9,,12498,17,71,2,7
58026,-46.0,,12644,17,63,2,4
59247,-46.1,,12777,17,52,2,2
59114,-47.1,,12932,17,41,2,5
59533,-47.8,,13103,17,33,2,6
60993,-48.0,,13271,17,24,2,3
63751,-49.0,,13400,17,8,1,96
64392,-49.3,,13530,17,2,1,96
63980,-49.1,,13679,16,96,2,0
65105,-49.1,,13825,16,88,1,98
65623,-49.6,,13975,16,79,1,99
66477,-49.5,,14117,16,77,1,98
67386,-50.3,,14251,16,71,1,97
67924,-51.3,,14385,16,64,1,98
68053,-52.4,,14537,16,58,1,99
69474,-53.3,,14678,16,54,1,97
70720,-52.7,,14810,16,49,1,95
70586,-52.8,,14958,16,46,1,98
70917,-54.2,,15113,16,42,1,99
73314,-54.6,,15232,16,37,1,94
72929,-54.2,,15371,16,33,1,97
72457,-55.0,,15530,16,30,2,0
73959,-56.3,,15669,16,26,1,98
75007,-56.5,,15805,16,24,1,96
75638,-57.0,,15938,16,19,1,96
74898,-56.5,,16092,16,17,2,0
75248,-55.1,,16260,16,10,2,2
76644,-54.8,,16411,16,7,2,0
76814,-54.8,,16557,16,1,2,1
77468,-54.1,,16697,15,99,2,1
77552,-54.3,,16846,15,98,2,3
77979,-55.2,,16991,15,95,2,3
77833,-56.0,,17141,15,90,2,6
77209,-56.6,,17316,15,84,2,10
77188,-57.0,,17499,15,79,2,12
77806,-57.5,,17675,15,77,2,12
77453,-58.1,,17867,15,73,2,16
77541,-57.8,,18069,15,70,2,18
77931,-57.6,,18267,15,68,2,19
78855,-57.7,,18451,15,66,2,19
78682,-56.6,,18648,15,60,2,22
79158,-55.9,,18833,15,55,2,23
79396,-55.5,,19013,15,54,2,24
79808,-56.1,,19193,15,55,2,25
80377,-56.0,,19378,15,54,2,26
80686,-55.4,,19566,15,51,2,27
80618,-54.1,,19758,15,49,2,30
80672,-53.8,,19940,15,47,2,32
80906,-53.6,,20128,15,45,2,34
81591,-52.7,,20302,15,43,2,34
81755,-52.6,,20477,15,44,2,35
81470,-52.2,,20659,15,45,2,38
81839,-52.7,,20829,15,46,2,39
81649,-52.5,,21006,15,45,2,42
81668,-52.4,,21183,15,44,2,44
81477,-52.0,,21361,15,44,2,47
80896,-52.6,,21535,15,42,2,51
80761,-53.1,,21717,15,40,2,54
80401,-52.8,,21908,15,42,2,57
80392,-51.7,,22099,15,40,2,59
80132,-51.3,,22289,15,42,2,63
79956,-51.1,,22480,15,43,2,66
79926,-51.7,,22664,15,40,2,68
79749,-51.0,,22846,15,40,2,71
79612,-50.6,,23030,15,38,2,74
78932,-49.0,,23233,15,36,2,79
78707,-49.3,,23437,15,39,2,82
79553,-48.8,,23604,15,39,2,81
80706,-51.1,,22788,15,48,2,67
80494,-52.6,,21768,15,50,2,55
79815,-52.6,,20936,15,50,2,47
82477,-53.8,,20821,15,49,2,38
80658,-54.9,,19466,15,49,2,27
79726,-57.2,,18374,15,49,2,16
82718,-55.8,,18125,15,47,2,5
80458,-55.0,,17014,15,43,1,97
83319,-56.0,,16685,15,41,1,87
85015,-53.3,,16315,15,36,1,79
363,27.0,36.0,279,42,48,2,96
1279,26.4,35.0,450,42,88,2,13
2410,26.5,33.0,622,43,23,1,81
2509,26.2,32.0,793,43,6,2,40
3363,25.3,32.0,965,43,56,2,28
3957,24.2,32.0,1101,43,86,2,27
4442,23.0,32.0,1227,44,10,2,30
4968,21.8,33.0,1380,44,33,2,35
5467,20.6,34.0,1511,44,54,2,37
5884,19.4,35.0,1644,44,74,2,42
6393,18.0,36.0,1811,44,98,2,48
6780,16.6,37.0,1955,45,16,2,55
7153,15.1,39.0,2072,45,39,2,57
7533,13.7,40.0,2220,45,53,2,63
7899,12.3,42.0,2347,45,73,2,67
8249,10.8,44.0,2471,45,92,2,70
8628,9.3,46.0,2684,46,14,2,83
8965,7.7,49.0,2813,46,27,2,86
9290,6.3,51.0,2929,46,46,2,88
9655,4.9,54.0,3037,46,65,2,88
9986,3.5,56.0,3232,46,85,2,98
10248,2.3,57.0,3379,47,2,3,4
10562,1.1,58.0,3564,47,22,3,13
10716,1.2,52.0,3714,47,43,3,22
11050,0.2,45.0,3859,47,47,3,25
11279,-1.3,42.0,4006,47,56,3,32
11431,-2.6,41.0,4156,47,57,3,40
11860,-3.2,45.0,4303,47,60,3,40
12063,-4.1,53.0,4456,47,68,3,47
12377,-5.1,55.0,4606,47,73,3,50
12665,-5.8,51.0,4757,47,81,3,54
12803,-6.0,44.0,4889,47,95,3,61
13195,-6.3,40.0,5039,48,3,3,61
13424,-7.3,44.0,5184,48,8,3,66
13674,-8.5,48.0,5324,48,12,3,69
13808,-9.3,52.0,5463,48,19,3,76
13924,-10.3,56.0,5604,48,34,3,83
13921,-11.0,57.0,5750,48,36,3,94
14054,-12.2,57.0,5895,48,51,4,1
14069,-13.5,58.0,6042,48,58,4,11
14221,-14.4,59.0,6188,48,59,4,17
14473,-15.5,59.0,6336,48,61,4,20
14581,-16.4,59.0,6472,48,70,4,27
14626,-17.8,60.0,6622,48,79,4,36
14735,-19.0,60.0,6774,48,87,4,44
14924,-20.1,60.0,6923,48,92,4,49
15073,-21.2,61.0,7073,48,99,4,54
15289,-22.2,61.0,7223,49,6,4,58
15495,-23.1,61.0,7360,49,14,4,61
15710,-24.1,61.0,7512,49,23,4,64
15978,-25.1,61.0,7653,49,30,4,66
16160,-25.9,61.0,7789,49,40,4,69
16295,-26.9,61.0,7924,49,50,4,74
16391,-27.5,60.0,8061,49,58,4,80
16492,-28.4,59.0,8203,49,66,4,86
16621,-29.5,57.0,8348,49,73,4,91
16677,-30.6,56.0,8467,49,82,4,97
16836,-31.8,55.0,8588,49,86,5,0
17013,-32.9,54.0,8731,49,93,5,4
17149,-33.9,53.0,8859,49,96,5,7
17297,-34.8,53.0,8983,50,9,5,11
17383,-35.7,52.0,9109,50,17,5,16
17497,-36.6,52.0,9235,50,26,5,20
17609,-37.5,52.0,9361,50,35,5,24
17749,-38.1,51.0,9485,50,44,5,28
17751,-38.4,51.0,9613,50,57,5,36
17705,-37.8,50.0,9747,50,74,5,46
17632,-38.5,48.0,9889,50,97,5,58
17683,-39.1,46.0,10031,51,23,5,65
17613,-39.3,45.0,10181,51,49,5,77
17592,-39.8,43.0,10334,51,75,5,88
17679,-40.3,,10483,51,96,5,95
17629,-40.3,,10638,52,36,6,7
17693,-40.9,,10791,52,66,6,15
17696,-41.5,,10947,53,0,6,25
17744,-42.2,,11103,53,37,6,34
17709,-42.8,,11265,53,70,6,47
17850,-42.8,,11421,54,12,6,51
18042,-43.7,,11567,54,51,6,53
18325,-43.9,,11697,54,79,6,50
18503,-43.9,,11816,55,26,6,50
18660,-44.3,,11926,55,82,6,51
18803,-44.9,,12028,56,36,6,52
18934,-44.7,,12122,56,90,6,52
19052,-45.3,,12208,57,44,6,53
19137,-45.7,,12293,57,97,6,55
248,17.0,68.0,255,20,1,3,67
426,15.7,70.0,349,27,0,4,31
539,14.4,72.0,442,28,42,5,19
675,14.1,73.0,535,29,40,5,57
795,13.7,74.0,628,31,1,5,97
1000,13.3,74.0,824,31,77,6,90
920,13.6,73.0,894,31,58,8,77
1001,13.3,71.0,1082,30,59,11,10
1017,12.8,67.0,1154,28,75,12,86
1265,11.8,65.0,1421,22,83,13,97
1423,10.3,65.0,1577,12,7,13,97
1597,9.0,66.0,1732,8,76,13,20
1747,7.6,68.0,1854,7,47,12,59
1986,6.0,70.0,2058,6,58,12,11
2190,4.5,72.0,2220,5,53,11,66
2382,3.5,72.0,2371,4,77,11,32
2625,2.3,72.0,2567,4,33,11,5
2843,1.1,72.0,2729,3,90,10,75
3027,-0.2,73.0,2868,3,97,10,56
3419,-1.0,72.0,3187,3,99,10,37
3535,-2.5,73.0,3283,3,97,10,33
3722,-3.5,73.0,3452,3,95,10,35
3979,-4.8,73.0,3670,4,0,10,30
4169,-6.0,73.0,3835,3,95,10,29
4360,-7.1,74.0,3998,3,76,10,26
4564,-7.9,74.0,4165,3,67,10,21
4784,-9.2,72.0,4336,3,30,10,12
4965,-10.4,70.0,4501,3,21,10,15
5143,-11.6,69.0,4670,3,1,10,20
5351,-13.5,66.0,4845,3,3,10,17
5586,-13.3,61.0,5019,3,3,10,7
5808,-13.9,61.0,5196,3,14,10,1
6032,-15.2,62.0,5367,3,18,9,94
6261,-16.0,61.0,5542,3,24,9,87
6428,-16.8,60.0,5723,3,37,9,98
6684,-17.5,59.0,5898,3,36,9,85
6928,-18.9,56.0,6075,3,34,9,76
7203,-19.5,53.0,6248,3,42,9,61
7485,-21.0,50.0,6427,3,45,9,47
7768,-22.5,48.0,6604,3,43,9,34
8076,-24.0,47.0,6780,3,46,9,17
8365,-25.0,47.0,6950,3,62,9,4
8651,-26.6,47.0,7122,3,78,8,92
8962,-27.5,47.0,7291,3,83,8,78
9257,-28.7,47.0,7458,3,88,8,67
9559,-30.3,47.0,7627,3,85,8,56
9875,-32.1,48.0,7798,3,91,8,44
10163,-33.6,49.0,7967,3,90,8,36
10498,-34.9,50.0,8130,3,92,8,23
10818,-36.2,51.0,8296,3,92,8,12
11130,-37.3,52.0,8460,3,94,8,3
11463,-38.3,53.0,8620,3,99,7,92
11791,-39.7,54.0,8781,4,0,7,83
12099,-40.9,,8936,4,11,7,75
12421,-41.8,,9089,4,23,7,66
12759,-42.8,,9245,4,30,7,56
13076,-44.0,,9395,4,37,7,49
13392,-45.4,,9544,4,50,7,41
13700,-46.8,,9692,4,61,7,35
14069,-47.9,,9840,4,71,7,24
14425,-49.1,,9983,4,77,7,15
14745,-50.5,,10129,4,81,7,9
15092,-51.6,,10269,4,82,7,1
15477,-53.0,,10419,4,93,6,92
15850,-54.0,,10563,5,1,6,83
16245,-54.8,,10709,5,7,6,75
16654,-55.4,,10851,5,13,6,65
17105,-56.5,,10993,5,22,6,55
17486,-55.6,,11132,5,23,6,48
17905,-54.9,,11266,5,30,6,39
18325,-54.8,,11410,5,31,6,31
18654,-53.2,,11552,5,24,6,27
19040,-53.4,,11699,5,15,6,22
19439,-54.7,,11852,5,17,6,16
19925,-55.9,,12002,5,18,6,8
20360,-56.5,,12154,5,24,6,0
20854,-55.2,,12298,5,31,5,92
21209,-54.8,,12444,5,42,5,89
21629,-53.5,,12589,5,48,5,83
22017,-53.2,,12735,5,54,5,79
22420,-52.7,,12885,5,62,5,75
22802,-51.5,,13036,5,79,5,72
23225,-52.0,,13185,5,95,5,67
23571,-52.2,,13333,6,2,5,65
23915,-51.6,,13482,6,7,5,63
24258,-50.9,,13635,6,13,5,61
24631,-50.4,,13786,6,14,5,58
24943,-50.2,,13938,6,18,5,58
25351,-50.7,,14089,6,26,5,54
25700,-51.3,,14239,6,33,5,52
25979,-51.2,,14391,6,40,5,52
26151,-51.2,,14541,6,45,5,55
26371,-52.0,,14698,6,51,5,56
26635,-51.9,,14857,6,54,5,57
26858,-52.5,,15018,6,57,5,58
27070,-52.2,,15178,6,56,5,60
27317,-52.6,,15328,6,58,5,61
27480,-52.9,,15486,6,60,5,64
27684,-54.0,,15653,6,59,5,66
27926,-54.1,,15823,6,56,5,67
28188,-54.8,,15993,6,54,5,68
28475,-55.1,,16168,6,53,5,69
28735,-55.9,,16340,6,56,5,70
29172,-56.1,,16501,6,63,5,66
29214,-55.9,,16668,6,64,5,72
29492,-55.7,,16828,6,67,5,72
29780,-55.2,,16991,6,69,5,72
30176,-55.6,,17154,6,71,5,70
30422,-56.4,,17322,6,75,5,71
30528,-57.3,,17489,6,75,5,75
30734,-57.0,,17651,6,75,5,77
30819,-55.8,,17814,6,77,5,81
30749,-55.8,,17985,6,79,5,89
30891,-56.0,,18159,6,77,5,92
31022,-56.2,,18338,6,75,5,96
31189,-56.8,,18514,6,74,5,99
31419,-56.8,,18688,6,72,6,1
31476,-56.9,,18872,6,72,6,6
31678,-56.2,,19054,6,71,6,9
31761,-55.7,,19244,6,71,6,14
31888,-55.7,,19429,6,71,6,18
32087,-55.5,,19592,6,68,6,20
32207,-55.4,,19791,6,68,6,24
32529,-55.4,,19977,6,67,6,24
32747,-55.0,,20168,6,67,6,26
32786,-55.3,,20355,6,66,6,32
32867,-55.5,,20543,6,66,6,37
32875,-54.8,,20734,6,65,6,44
32809,-54.8,,20931,6,64,6,53
32830,-54.3,,21124,6,60,6,60
32804,-54.2,,21320,6,59,6,68
32866,-54.1,,21506,6,51,6,74
32790,-54.5,,21706,6,44,6,83
32804,-54.7,,21903,6,36,6,90
32785,-54.6,,22104,6,30,6,99
32875,-53.4,,22307,6,24,7,4
32847,-52.7,,22513,6,20,7,13
32841,-52.5,,22718,6,7,7,22
33012,-52.9,,22917,6,0,7,25
33067,-53.0,,23117,5,86,7,31
33166,-52.3,,23321,5,71,7,37
33276,-52.3,,23526,5,61,7,42
33450,-51.6,,23729,5,54,7,45
33509,-51.1,,23930,5,53,7,52
33499,-50.3,,24127,5,47,7,60
33508,-50.1,,24328,5,36,7,68
33570,-49.7,,24527,5,30,7,74
33621,-49.7,,24725,5,21,7,81
33659,-50.1,,24933,5,15,7,88
33751,-49.6,,25129,5,10,7,94
33716,-49.0,,25331,5,2,8,3
33775,-48.2,,25533,4,96,8,10
33704,-47.5,,25737,4,88,8,21
33641,-47.0,,25940,4,75,8,32
33667,-47.0,,26144,4,57,8,41
33640,-46.4,,26343,4,41,8,51
33698,-46.5,,26543,4,20,8,58
33846,-45.9,,26747,4,7,8,61
33897,-45.5,,26952,3,92,8,69
33996,-45.4,,27160,3,81,8,75
34145,-45.4,,27365,3,66,8,79
34220,-45.4,,27569,3,61,8,86
34203,-45.0,,27769,3,48,8,96
117,16.3,75.0,249,27,29,7,89
216,15.7,75.0,335,27,9,8,80
278,15.3,75.0,421,24,68,11,39
358,14.7,73.0,506,16,22,12,36
462,13.8,73.0,593,12,17,11,43
715,13.0,74.0,804,9,21,10,62
1012,12.4,74.0,1010,7,1,9,47
1244,11.6,75.0,1165,5,73,8,95
1554,10.8,74.0,1338,4,75,8,19
1868,10.1,74.0,1505,4,21,7,66
2287,9.3,75.0,1712,3,88,7,10
2609,8.4,75.0,1878,3,63,6,85
2925,7.6,75.0,2012,3,43,6,54
3271,6.6,75.0,2198,3,20,6,41
3572,5.7,76.0,2372,2,90,6,37
3846,4.7,75.0,2517,2,60,6,29
4095,3.6,75.0,2645,2,33,6,22
4382,2.9,75.0,2773,2,1,6,9
4637,2.5,76.0,2873,1,57,5,96
4950,2.1,76.0,2974,1,51,5,77
5134,1.9,76.0,3022,1,31,5,64
5425,1.9,77.0,3113,1,14,5,49
5630,1.8,77.0,3183,1,13,5,41
6071,1.8,77.0,3302,0,88,5,19
6566,1.9,77.0,3404,0,81,4,93
7045,2.1,77.0,3496,0,70,4,71
7584,2.4,77.0,3577,0,60,4,46
8084,2.2,77.0,3637,0,54,4,24
8682,2.9,77.0,3680,0,36,3,98
9224,3.6,77.0,3710,0,27,3,77
9933,4.5,77.0,3718,0,27,3,50
10656,5.6,78.0,3710,0,9,3,24
11199,6.4,78.0,3685,0,11,3,6
11615,7.1,78.0,3654,0,11,2,91
12332,7.8,78.0,3608,0,15,2,70
12561,8.1,78.0,3558,0,15,2,61
12667,8.0,78.0,3506,0,16,2,55
12423,7.4,78.0,3463,0,18,2,57
12039,6.5,77.0,3430,0,18,2,62
11580,5.6,76.0,3411,0,10,2,71
11286,4.8,75.0,3404,0,9,2,78
199,14.0,69.0,277,28,41,5,79
402,13.0,71.0,390,29,58,5,74
598,12.6,69.0,503,30,42,5,79
686,12.4,69.0,617,29,53,6,92
801,12.5,66.0,731,30,41,7,53
820,12.5,65.0,894,36,58,10,52
944,11.9,64.0,1104,41,46,14,21
960,11.0,64.0,1118,36,48,14,5
654,9.8,64.0,810,40,92,13,61
1156,9.2,63.0,1191,46,34,10,46
1289,8.4,64.0,1330,38,33,10,80
1470,7.4,63.0,1560,18,8,11,96
1571,6.6,62.0,1701,24,20,13,3
1832,5.8,62.0,1914,23,82,12,15
86,5.1,62.0,243,23,72,11,51
2056,4.4,62.0,2046,22,78,11,5
2320,4.2,61.0,2241,13,32,10,60
2551,3.2,61.0,2253,18,15,9,17
2608,2.0,61.0,2309,22,9,9,23
2878,1.3,62.0,2869,18,30,11,69
3056,0.1,62.0,3073,14,48,12,4
3316,-1.0,62.0,3180,10,84,10,91
3610,-2.2,62.0,3502,19,30,11,27
3592,-3.6,63.0,3676,17,62,12,99
4105,-2.5,55.0,3822,17,73,10,51
3984,-3.9,51.0,4000,15,88,12,40
4054,-5.0,48.0,4217,15,24,14,82
4304,-5.8,46.0,4425,15,72,13,67
4627,-6.7,46.0,4624,18,48,12,44
4752,-8.1,46.0,4849,24,83,13,41
4957,-9.3,45.0,5110,23,91,14,39
5210,-10.4,45.0,5369,22,21,14,61
5644,-11.3,44.0,5617,27,28,12,52
6157,-11.8,44.0,5842,27,93,11,21
6181,-12.1,42.0,6127,12,43,12,46
6507,-12.8,42.0,6403,12,57,12,25
6906,-13.9,39.0,6740,12,33,12,4
7227,-14.6,38.0,7028,12,21,11,97
7651,-15.4,38.0,7310,12,45,11,52
7979,-16.5,39.0,7607,12,20,11,49
8432,-17.5,40.0,7910,12,14,11,12
8814,-18.7,40.0,8211,12,3,10,99
9131,-19.9,40.0,8483,11,91,10,94
9361,-20.9,40.0,8742,11,98,11,7
9748,-22.0,40.0,8961,11,36,10,75
9503,-22.9,40.0,9209,8,2,12,3
9729,-23.7,38.0,9456,8,5,12,13
10011,-24.7,39.0,9698,7,62,12,4
10324,-26.1,38.0,9931,7,95,11,85
10662,-27.8,38.0,10167,7,96,11,63
10937,-28.7,37.0,10413,7,87,11,60
11260,-28.7,37.0,10664,7,90,11,47
11586,-29.9,37.0,10928,7,87,11,38
11903,-31.4,37.0,11210,7,71,11,36
12171,-32.3,37.0,11517,7,67,11,48
12609,-34.4,37.0,11834,7,52,11,29
13014,-36.5,37.0,12163,7,58,11,21
13459,-38.5,37.0,12500,7,31,11,7
13909,-40.5,,12844,7,28,10,96
14251,-42.4,,13206,7,13,11,4
14684,-44.2,,13577,6,91,11,0
15123,-46.0,,13957,6,86,10,97
15538,-47.6,,14348,6,74,10,98
16072,-49.1,,14737,8,40,10,84
16503,-50.4,,15135,13,79,10,85
16943,-51.4,,15542,19,18,10,86
17392,-52.2,,15956,24,56,10,87
18683,-52.6,,17126,24,78,10,87
120,23.2,51.0,228,8,79,7,41
237,21.6,52.0,312,9,69,7,54
326,20.4,53.0,397,9,66,8,48
459,18.7,54.0,481,10,83,7,88
606,17.1,55.0,566,8,7,7,35
740,15.4,57.0,653,8,59,7,25
931,13.8,59.0,789,9,25,7,31
1067,12.6,60.0,870,10,27,7,14
1290,12.1,56.0,999,11,67,6,91
1504,11.1,54.0,1124,13,38,6,78
1690,10.1,52.0,1218,14,52,6,58
1926,9.5,49.0,1287,15,65,6,6
2155,10.7,40.0,1378,16,76,5,82
2440,11.1,31.0,1489,17,19,5,58
2674,10.0,31.0,1581,17,69,5,42
2912,9.1,32.0,1666,17,93,5,25
3188,8.2,32.0,1819,17,73,5,28
3371,7.1,31.0,1890,17,69,5,20
3592,6.7,30.0,1987,17,71,5,14
3833,6.2,29.0,2070,17,73,5,3
